date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:53:22	368/368	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:49%20GMT	http://www.engpellmaquinas.com.br/img/prettyPhoto/facebook/loader.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/prettyPhoto/facebook/loader.html	(from http://www.engpellmaquinas.com.br/)
10:53:22	369/369	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:49%20GMT	http://www.engpellmaquinas.com.br/img/prettyPhoto/facebook/btnNext.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/prettyPhoto/facebook/btnNext.html	(from http://www.engpellmaquinas.com.br/)
10:53:22	373/373	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:49%20GMT	http://www.engpellmaquinas.com.br/img/prettyPhoto/facebook/btnPrevious.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/prettyPhoto/facebook/btnPrevious.html	(from http://www.engpellmaquinas.com.br/)
10:53:22	382/382	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:49%20GMT	http://www.engpellmaquinas.com.br/img/prettyPhoto/facebook/contentPatternBottom.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/prettyPhoto/facebook/contentPatternBottom.html	(from http://www.engpellmaquinas.com.br/)
10:53:23	379/379	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:49%20GMT	http://www.engpellmaquinas.com.br/img/prettyPhoto/facebook/default_thumbnail.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/prettyPhoto/facebook/default_thumbnail.html	(from http://www.engpellmaquinas.com.br/)
10:53:23	941/941	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:05%20GMT	http://www.engpellmaquinas.com.br/images/linha_topico.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/linha_topico.png	(from http://www.engpellmaquinas.com.br/)
10:53:24	941/941	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:05%20GMT	http://www.engpellmaquinas.com.br/images/linha_topico_branca.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/linha_topico_branca.png	(from http://www.engpellmaquinas.com.br/)
10:53:24	1008/1008	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:22%20GMT	http://www.engpellmaquinas.com.br/img/patterns/pattern.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/patterns/pattern.png	(from http://www.engpellmaquinas.com.br/)
10:53:24	125/125	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:22%20GMT	http://www.engpellmaquinas.com.br/img/patterns/pattern2.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/patterns/pattern2.png	(from http://www.engpellmaquinas.com.br/)
10:53:24	1515/1515	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20May%202015%2014:58:24%20GMT	http://www.engpellmaquinas.com.br/img/svg/loader.svg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/svg/loader.svg	(from http://www.engpellmaquinas.com.br/)
10:53:25	360/360	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:12%20GMT	http://www.engpellmaquinas.com.br/img/content/coming-soon.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/coming-soon.html	(from http://www.engpellmaquinas.com.br/)
10:53:25	367/367	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:21%20GMT	http://www.engpellmaquinas.com.br/img/content/under-construction.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/under-construction.html	(from http://www.engpellmaquinas.com.br/)
10:53:25	1106/1106	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:06%20GMT	http://www.engpellmaquinas.com.br/img/comment-link.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/comment-link.png	(from http://www.engpellmaquinas.com.br/)
10:53:26	1860/1860	---M--	200	added ('OK')	text/plain	etag:%221332470-744-51739b3d1d040%22	http://www.engpellmaquinas.com.br/css/fonts/icomoon.eot?	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/css/fonts/icomoond41d.eot	(from http://www.engpellmaquinas.com.br/)
10:53:26	1696/1696	---M--	200	added ('OK')	text/plain	etag:%221332472-6a0-51739b3d1d040%22	http://www.engpellmaquinas.com.br/css/fonts/icomoon.ttf?-i6d00z	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/css/fonts/icomoon67c9.ttf	(from http://www.engpellmaquinas.com.br/)
10:53:27	3798/3798	---M--	200	added ('OK')	image/svg+xml	etag:%221332471-ed6-51739b3d1d040%22	http://www.engpellmaquinas.com.br/css/fonts/icomoon.svg?-i6d00z	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/css/fonts/icomoon67c9.svg	(from http://www.engpellmaquinas.com.br/)
10:53:43	103804/103804	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:28%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-1.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-1.jpg	(from http://www.engpellmaquinas.com.br/)
10:53:43	99302/99302	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:29%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-2.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-2.jpg	(from http://www.engpellmaquinas.com.br/)
10:54:06	139867/139867	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:30%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-5.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-5.jpg	(from http://www.engpellmaquinas.com.br/)
10:54:16	1204/1204	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Nov%202022%2013:54:28%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-7.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-7.a1.delayed	(from http://www.engpellmaquinas.com.br/)
10:56:15	366/366	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:29%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-16.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-16.html	(from http://www.engpellmaquinas.com.br/)
10:56:15	366/366	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:29%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-17.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-17.html	(from http://www.engpellmaquinas.com.br/)
10:56:15	366/366	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:29%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-18.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-18.html	(from http://www.engpellmaquinas.com.br/)
10:56:15	360/360	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:18%20GMT	http://www.engpellmaquinas.com.br/img/content/portfolio-2.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/portfolio-2.html	(from http://www.engpellmaquinas.com.br/)
10:56:16	360/360	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:18%20GMT	http://www.engpellmaquinas.com.br/img/content/portfolio-3.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/portfolio-3.html	(from http://www.engpellmaquinas.com.br/)
10:56:16	360/360	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:18%20GMT	http://www.engpellmaquinas.com.br/img/content/portfolio-4.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/portfolio-4.html	(from http://www.engpellmaquinas.com.br/)
10:56:16	354/354	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:17%20GMT	http://www.engpellmaquinas.com.br/img/content/modal.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/modal.html	(from http://www.engpellmaquinas.com.br/)
10:56:16	358/358	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:09%20GMT	http://www.engpellmaquinas.com.br/img/content/bg-slider.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg-slider.html	(from http://www.engpellmaquinas.com.br/)
10:56:17	358/358	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:09%20GMT	http://www.engpellmaquinas.com.br/img/content/bg-shop-7.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg-shop-7.html	(from http://www.engpellmaquinas.com.br/)
10:56:17	358/358	---M--	200	added ('OK')	text/html	date:Fri,%2029%20May%202015%2014:58:09%20GMT	http://www.engpellmaquinas.com.br/img/content/bg-shop-8.html	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg-shop-8.html	(from http://www.engpellmaquinas.com.br/)
10:56:18	1768/1768	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:57%20GMT	http://www.engpellmaquinas.com.br/images/security.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/security.png	(from http://www.engpellmaquinas.com.br/)
10:56:18	2346/2346	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:57%20GMT	http://www.engpellmaquinas.com.br/images/speed.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/speed.png	(from http://www.engpellmaquinas.com.br/)
10:56:18	1948/1948	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:56%20GMT	http://www.engpellmaquinas.com.br/images/compatibility.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/compatibility.png	(from http://www.engpellmaquinas.com.br/)
10:56:19	2334/2334	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:56%20GMT	http://www.engpellmaquinas.com.br/images/comfort.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/comfort.png	(from http://www.engpellmaquinas.com.br/)
10:56:20	7466/7466	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202015%2013:28:38%20GMT	http://www.engpell.com.br/images/logo-eng-pell.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpell.com.br/images/logo-eng-pell.png	(from http://www.engpellmaquinas.com.br/)
10:56:21	9121/9121	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:56%20GMT	http://www.engpell.com.br/images/ico_chrome.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpell.com.br/images/ico_chrome.png	(from http://www.engpellmaquinas.com.br/)
10:56:22	8618/8618	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jun%202015%2014:23:57%20GMT	http://www.engpell.com.br/images/ico_safari.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpell.com.br/images/ico_safari.jpg	(from http://www.engpellmaquinas.com.br/)
10:56:23	16242/16242	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:56%20GMT	http://www.engpell.com.br/images/ico_ff.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpell.com.br/images/ico_ff.png	(from http://www.engpellmaquinas.com.br/)
10:56:24	7868/7868	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:56%20GMT	http://www.engpell.com.br/images/ico_ie.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpell.com.br/images/ico_ie.png	(from http://www.engpellmaquinas.com.br/)
10:56:24	12024/12024	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202015%2014:23:57%20GMT	http://www.engpell.com.br/images/ico_op.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpell.com.br/images/ico_op.png	(from http://www.engpellmaquinas.com.br/)
10:56:25	61129/61129	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202022%2013:56:37%20GMT	http://www.engpellmaquinas.com.br/?idioma=ES	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/index7a2d.html	(from http://www.engpellmaquinas.com.br/)
10:56:27	1204/1204	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Nov%202022%2013:56:39%20GMT	http://www.engpellmaquinas.com.br/Popover%20requires%20tooltip.js	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/Popover%20requires%20tooltip.bf.delayed	(from http://www.engpellmaquinas.com.br/)
10:56:28	1964/1964	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:05%20GMT	http://www.engpellmaquinas.com.br/images/marker.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/marker.png	(from http://www.engpellmaquinas.com.br/)
10:56:29	1204/1204	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Nov%202022%2013:56:40%20GMT	http://www.engpellmaquinas.com.br/php/form.php	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/php/form.c1.delayed	(from http://www.engpellmaquinas.com.br/)
10:56:29	1204/1204	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Nov%202022%2013:56:41%20GMT	http://www.engpellmaquinas.com.br/php/sent-email.php	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/php/sent-email.c2.delayed	(from http://www.engpellmaquinas.com.br/)
10:56:30	1204/1204	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Nov%202022%2013:56:41%20GMT	http://www.engpellmaquinas.com.br/%22%20+%20img_src%20+%20%22	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/_%20+%20img_src%20+%20_.c3.delayed	(from http://www.engpellmaquinas.com.br/)
10:56:31	1098/1098	---M--	200	added ('OK')	image/gif	date:Fri,%2029%20May%202015%2014:58:04%20GMT	http://www.engpellmaquinas.com.br/images/dot.gif	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/dot.gif	(from http://www.engpellmaquinas.com.br/)
10:56:31	1016/1016	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:04%20GMT	http://www.engpellmaquinas.com.br/images/biggerdot.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/biggerdot.png	(from http://www.engpellmaquinas.com.br/)
10:57:45	2549/2549	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jan%202016%2014:33:15%20GMT	http://www.engpellmaquinas.com.br/images/ico_brasil.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/ico_brasil.png	(from http://www.engpellmaquinas.com.br/)
10:57:53	1038548/1038548	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jun%202015%2022:31:18%20GMT	http://engpell.com.br/administracao/images/empresa/foto_predio1_250206055.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/engpell.com.br/administracao/images/empresa/foto_predio1_250206055.jpg	(from http://www.engpellmaquinas.com.br/)
10:57:57	1038548/1038548	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2012%20Jun%202015%2022:31:18%20GMT	http://engpell.tempsite.ws/administracao/images/empresa/foto_predio1_250206055.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/engpell.tempsite.ws/administracao/images/empresa/foto_predio1_250206055.jpg	(from http://www.engpellmaquinas.com.br/)
10:58:04	434013/434013	UR-M--	200	added ('Partial%20Content')	image/png	date:Fri,%2025%20Nov%202016%2016:54:06%20GMT	http://www.engpellmaquinas.com.br/administracao/images/empresa/img_invista_1009218549.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/administracao/images/empresa/img_invista_1009218549.png	(from http://www.engpellmaquinas.com.br/)
10:58:05	83417/83417	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2029%20May%202015%2014:58:51%20GMT	http://www.engpellmaquinas.com.br/js/bootstrapValidator.min.js	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/js/bootstrapValidator.min.js	(from http://www.engpellmaquinas.com.br/)
10:58:06	348/348	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2014:58:22%20GMT	http://www.engpellmaquinas.com.br/img/rs-slider/arrow_left2.png	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/rs-slider/arrow_left2.png	(from http://www.engpellmaquinas.com.br/css/settings.css?12312)
10:58:06	12136/12136	---M--	200	added ('OK')	text/plain	etag:%221332485-2f68-51739b3f054c0%22	http://www.engpellmaquinas.com.br/fonts/revicons90c6.eot?5510888	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/fonts/revicons90c690c6.eot	(from http://www.engpellmaquinas.com.br/css/settings.css?12312)
10:58:06	1860/1860	---M--	200	added ('OK')	text/plain	etag:%221332470-744-51739b3d1d040%22	http://www.engpellmaquinas.com.br/css/fonts/icomoon.eot?-i6d00z	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/css/fonts/icomoon67c9.eot	(from http://www.engpellmaquinas.com.br/css/by.css)
10:58:07	1772/1772	---M--	200	added ('OK')	text/plain	etag:%221332473-6ec-51739b3d1d040%22	http://www.engpellmaquinas.com.br/css/fonts/icomoon.woff?-i6d00z	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/css/fonts/icomoon67c9.woff	(from http://www.engpellmaquinas.com.br/css/by.css)
10:58:10	478297/478297	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:30%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-3.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-3.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:17	579860/579860	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:30%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-4.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-4.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:21	746446/746446	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:31%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-8.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-8.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:24	601602/601602	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:31%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-9.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-9.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:28	381252/381252	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:28%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-10.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-10.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:34	544836/544836	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:28%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-11.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-11.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:42	1231656/1231656	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2213324ba-12cb28-51739b40ed940%22	http://www.engpellmaquinas.com.br/images/img_paralax.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/images/img_paralax.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:49	574031/574031	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:29%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-15.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-15.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:58:50	1274/1274	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Nov%202022%2013:59:01%20GMT	http://www.engpellmaquinas.com.br/Version/	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/Version/index.html	(from http://www.engpellmaquinas.com.br/js/revolution/jquery.plugins.min.js)
10:58:54	509787/509787	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:30%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-6.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-6.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
10:59:00	271563/271563	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2029%20May%202015%2014:58:28%20GMT	http://www.engpellmaquinas.com.br/img/content/bg/parallax-bg-12.jpg	C:/Users/alex.rmaia/Downloads/Site/Eng/www.engpellmaquinas.com.br/img/content/bg/parallax-bg-12.jpg	(from http://www.engpellmaquinas.com.br/css/customizer/pages.css)
